movie_name,year_released,runtime_in_min,genre,revenues,imdb_rating,user_votes,director,actor
Old School,2003,88,Comedy,75585093.0,7.1,210484,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes"
Elf,2003,97,"Comedy, Family, Fantasy",173398518.0,6.9,210262,Tom Shadyac,"Jim Carrey, Jennifer Aniston, Morgan Freeman, Philip Baker Hall"
Daredevil,2003,103,"Action, Crime",102543520.0,5.3,203384,F. Gary Gray,"Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron"
How to Lose a Guy in 10 Days,2003,116,"Comedy, Romance",105813373.0,6.4,202996,Richard Linklater,"Jack Black, Mike White, Joan Cusack, Adam Pascal"
Anger Management,2003,106,Comedy,135645823.0,6.3,199394,Len Wiseman,"Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen"
Master and Commander: The Far Side of the World,2003,138,"Action, Adventure, Drama",93927920.0,7.4,196752,Ang Lee,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas"
American Wedding,2003,96,Comedy,104565114.0,6.3,190398,John Singleton,"Paul Walker, Tyrese Gibson, Cole Hauser, Eva Mendes"
The League of Extraordinary Gentlemen,2003,110,"Action, Adventure, Fantasy",66465204.0,5.8,163514,Michael Bay,"Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà"
Once Upon a Time in Mexico,2003,102,"Action, Crime, Thriller",56359780.0,6.4,150814,James Mangold,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes"
Final Destination 2,2003,90,"Horror, Thriller",46961214.0,6.2,148236,Alejandro G. Iñárritu,"Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston"
Johnny English,2003,89,"Action, Adventure, Comedy",28082366.0,6.2,143917,Todd Phillips,"Luke Wilson, Vince Vaughn, Will Ferrell, Jeremy Piven"
Cold Mountain,2003,154,"Adventure, Drama, History",95636509.0,7.2,137239,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart, Zooey Deschanel"
S.W.A.T.,2003,117,"Action, Adventure, Crime",116934650.0,6.0,135522,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan"
Good Bye Lenin!,2003,121,"Comedy, Drama, Romance",4064200.0,7.7,134844,Donald Petrie,"Kate Hudson, Matthew McConaughey, Adam Goldberg, Kathryn Hahn"
Scary Movie 3,2003,84,"Comedy, Horror",110003217.0,5.5,134404,Peter Segal,"Jack Nicholson, Adam Sandler, Marisa Tomei, Luis Guzmán"
Dogville,2003,178,"Crime, Drama",1530386.0,8.0,133858,Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy"
Monster,2003,109,"Biography, Crime, Drama",34469210.0,7.3,131626,Jesse Dylan,"Jason Biggs, Alyson Hannigan, Seann William Scott, Eugene Levy"
Bad Santa,2003,92,"Comedy, Crime, Drama",60060328.0,7.0,131361,Stephen Norrington,"Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng"
The Recruit,2003,115,"Action, Thriller",52802140.0,6.6,127544,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe"
Lara Croft Tomb Raider: The Cradle of Life,2003,117,"Action, Adventure, Fantasy",65660196.0,5.5,127485,David R. Ellis,"A.J. Cook, Ali Larter, Tony Todd, Michael Landes"
The Texas Chainsaw Massacre,2003,98,Horror,80571655.0,6.2,127378,Peter Howitt,"Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos"
Salinui chueok,2003,131,"Action, Crime, Drama",14131.0,8.1,124728,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins"
Matchstick Men,2003,116,"Comedy, Crime, Drama",36906460.0,7.3,121470,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J"
Freaky Friday,2003,97,"Comedy, Family, Fantasy",110230332.0,6.1,121425,Wolfgang Becker,"Daniel Brühl, Katrin Saß, Chulpan Khamatova, Florian Lukas"
Charlie's Angels: Full Throttle,2003,106,"Action, Adventure, Comedy",100830111.0,4.9,118538,David Zucker,"Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson"
Eternal Sunshine of the Spotless Mind,2004,108,"Drama, Romance, Sci-Fi",34400301.0,8.3,881033,"Jeff Schaffer, Alec Berg, David Mandel","Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg, Travis Wester"
Kill Bill: Vol. 2,2004,137,"Action, Crime, Thriller",66208183.0,8.0,662460,Alexander Witt,"Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr"
The Incredibles,2004,115,"Animation, Action, Adventure",261441092.0,8.0,638188,Paul W.S. Anderson,"Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner"
Million Dollar Baby,2004,132,"Drama, Sport",100492203.0,8.1,617918,Danny Leiner,"John Cho, Kal Penn, Ethan Embry, Rob Tinkler"
Spider-Man 2,2004,127,"Action, Adventure, Sci-Fi",373585825.0,7.3,528735,Michel Gondry,"Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne"
Harry Potter and the Prisoner of Azkaban,2004,142,"Adventure, Family, Fantasy",249358727.0,7.9,527517,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah"
The Notebook,2004,123,"Drama, Romance",81001787.0,7.8,503066,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee"
Shaun of the Dead,2004,99,"Comedy, Horror",13542874.0,7.9,498565,Clint Eastwood,"Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel"
"I, Robot",2004,115,"Action, Drama, Sci-Fi",144801023.0,7.1,487808,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco"
Troy,2004,163,"Drama, History",133378256.0,7.2,476429,Nick Cassavetes,"Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling"
The Butterfly Effect,2004,113,"Drama, Sci-Fi, Thriller",57938693.0,7.6,441472,Edgar Wright,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis"
The Bourne Supremacy,2004,108,"Action, Mystery, Thriller",176241941.0,7.7,424410,Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk"
Crash,2004,112,"Crime, Drama, Thriller",54580300.0,7.8,413285,Wolfgang Petersen,"Brad Pitt, Eric Bana, Orlando Bloom, Julian Glover"
Shrek 2,2004,93,"Animation, Adventure, Comedy",436471036.0,7.2,406991,"Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson"
The Day After Tomorrow,2004,124,"Action, Adventure, Sci-Fi",186740799.0,6.4,405858,Paul Greengrass,"Matt Damon, Franka Potente, Joan Allen, Brian Cox"
The Terminal,2004,128,"Comedy, Drama, Romance",77872883.0,7.4,392044,"Andrew Adamson, Kelly Asbury, Conrad Vernon","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews"
Saw,2004,103,"Horror, Mystery",56000369.0,7.6,369329,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok"
Collateral,2004,120,"Crime, Drama, Thriller",101005703.0,7.5,349595,Steven Spielberg,"Tom Hanks, Catherine Zeta-Jones, Chi McBride, Stanley Tucci"
Ocean's Twelve,2004,125,"Crime, Thriller",125544280.0,6.5,348837,James Wan,"Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung"
The Machinist,2004,101,"Drama, Thriller",1082715.0,7.7,348179,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo"
Hotel Rwanda,2004,121,"Biography, Drama, History",23530892.0,8.1,327081,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts, Catherine Zeta-Jones"
The Aviator,2004,170,"Biography, Drama",102608827.0,7.5,324716,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian"
Anchorman: The Legend of Ron Burgundy,2004,94,Comedy,85288303.0,7.2,322275,Terry George,"Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali"
Der Untergang,2004,156,"Biography, Drama, History",5509040.0,8.2,322203,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly"
Man on Fire,2004,146,"Action, Crime, Drama",77911774.0,7.7,321633,Adam McKay,"Will Ferrell, Christina Applegate, Steve Carell, Paul Rudd"
Mean Girls,2004,97,Comedy,86058055.0,7.0,321060,Oliver Hirschbiegel,"Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler"
50 First Dates,2004,99,"Comedy, Drama, Romance",120908074.0,6.8,318320,Tony Scott,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell"
Hauru no ugoku shiro,2004,119,"Animation, Adventure, Family",4711096.0,8.2,312740,Mark Waters,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams, Tina Fey"
Hellboy,2004,122,"Action, Fantasy, Horror",59623958.0,6.8,301233,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin"
National Treasure,2004,131,"Action, Adventure, Mystery",173008894.0,6.8,297483,Hayao Miyazaki,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa"
Meet the Fockers,2004,115,"Comedy, Romance",279261160.0,6.3,247455,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair, John Hurt"
Van Helsing,2004,131,"Action, Adventure, Fantasy",120177084.0,6.1,239169,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean"
The Village,2004,108,"Drama, Mystery, Thriller",114197520.0,6.5,237162,Jay Roach,"Ben Stiller, Robert De Niro, Blythe Danner, Teri Polo"
Dawn of the Dead,2004,101,"Action, Horror",59020957.0,7.3,229160,Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley"
Before Sunset,2004,80,"Drama, Romance",5820649.0,8.0,225632,M. Night Shyamalan,"Sigourney Weaver, William Hurt, Joaquin Phoenix, Bryce Dallas Howard"
Dodgeball: A True Underdog Story,2004,92,"Comedy, Sport",114326736.0,6.7,223931,Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber"
The Passion of the Christ,2004,127,Drama,370782930.0,7.2,211366,Richard Linklater,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torrès"
The Chronicles of Riddick,2004,119,"Action, Adventure, Sci-Fi",57761012.0,6.7,211041,Rawson Marshall Thurber,"Ben Stiller, Christine Taylor, Vince Vaughn, Rip Torn"
Garden State,2004,102,"Comedy, Drama, Romance",26782316.0,7.4,204657,Mel Gibson,"Jim Caviezel, Monica Bellucci, Maia Morgenstern, Christo Jivkov"
Closer,2004,104,"Drama, Romance",33987757.0,7.2,198613,David Twohy,"Vin Diesel, Judi Dench, Colm Feore, Thandie Newton"
The Girl Next Door,2004,109,"Comedy, Drama, Romance",14589444.0,6.7,197224,Zach Braff,"Zach Braff, Peter Sarsgaard, Natalie Portman, Ian Holm"
Finding Neverland,2004,106,"Biography, Drama, Family",51680613.0,7.7,195522,Mike Nichols,"Natalie Portman, Jude Law, Clive Owen, Julia Roberts"
Napoleon Dynamite,2004,96,Comedy,44540956.0,6.9,193528,Luke Greenfield,"Emile Hirsch, Nicholas Downs, Elisha Cuthbert, Timothy Olyphant"
A Series of Unfortunate Events,2004,108,"Adventure, Comedy, Family",118627117.0,6.8,191823,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell"
EuroTrip,2004,92,Comedy,17718223.0,6.6,190195,Jared Hess,"Jon Heder, Efren Ramirez, Jon Gries, Aaron Ruell"
Resident Evil: Apocalypse,2004,94,"Action, Horror, Sci-Fi",51201453.0,6.2,182479,Brad Silberling,"Jim Carrey, Jude Law, Meryl Streep, Liam Aiken"
AVP: Alien vs. Predator,2004,101,"Action, Adventure, Horror",80282231.0,5.6,180761,"Jeff Schaffer, Alec Berg, David Mandel","Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg, Travis Wester"
Harold & Kumar Go to White Castle,2004,88,"Adventure, Comedy",18225165.0,7.1,178511,Alexander Witt,"Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr"
Batman Begins,2005,140,"Action, Adventure",206852432.0,8.2,1267222,David Dobkin,"Owen Wilson, Vince Vaughn, Rachel McAdams, Christopher Walken"
V for Vendetta,2005,132,"Action, Drama, Sci-Fi",70511035.0,8.2,1001449,Ang Lee,"Jake Gyllenhaal, Heath Ledger, Michelle Williams, Randy Quaid"
Sin City,2005,124,"Crime, Thriller",74103820.0,8.0,731024,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba"
Star Wars: Episode III - Revenge of the Sith,2005,140,"Action, Adventure, Fantasy",380262555.0,7.5,689296,Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf"
Harry Potter and the Goblet of Fire,2005,157,"Adventure, Family, Fantasy",290013036.0,7.7,525158,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta"
Mr. & Mrs. Smith,2005,120,"Action, Comedy, Crime",186336279.0,6.5,439294,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk"
Charlie and the Chocolate Factory,2005,115,"Adventure, Comedy, Family",206459076.0,6.6,412960,Ridley Scott,"Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock"
War of the Worlds,2005,116,"Adventure, Sci-Fi, Thriller",234280354.0,6.5,406146,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland"
The 40 Year Old Virgin,2005,116,"Comedy, Romance",109449237.0,7.1,383127,"Tim Burton, Mike Johnson","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman"
King Kong,2005,187,"Action, Adventure, Drama",218080025.0,7.2,382237,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure, Family, Fantasy",291709845.0,6.9,356487,Jason Reitman,"Aaron Eckhart, Cameron Bright, Maria Bello, Joan Lunden"
Madagascar,2005,86,"Animation, Adventure, Comedy",193595521.0,6.9,354873,Shane Black,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen"
Wedding Crashers,2005,119,"Comedy, Romance",209218368.0,6.9,325886,Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds"
Brokeback Mountain,2005,134,"Drama, Romance",83043761.0,7.7,314700,Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer, Matthew Goode"
Fantastic Four,2005,106,"Action, Adventure, Family",154696080.0,5.7,306361,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder"
Constantine,2005,121,"Action, Fantasy, Horror",75976178.0,7.0,296171,Louis Leterrier,"Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann"
The Island,2005,136,"Action, Sci-Fi, Thriller",35818913.0,6.8,296042,Garth Jennings,"Martin Freeman, Yasiin Bey, Sam Rockwell, Zooey Deschanel"
Hitch,2005,118,"Comedy, Romance",179495555.0,6.6,290073,Ron Howard,"Russell Crowe, Renée Zellweger, Craig Bierko, Paul Giamatti"
Lord of War,2005,122,"Action, Crime, Drama",24149632.0,7.6,288236,Sam Mendes,"Jake Gyllenhaal, Jamie Foxx, Lucas Black, Scott MacDonald"
Serenity,2005,119,"Action, Adventure, Sci-Fi",25514517.0,7.8,278430,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova"
Kingdom of Heaven,2005,144,"Action, Adventure, Drama",47398413.0,7.2,260963,Peter Segal,"Adam Sandler, Burt Reynolds, Chris Rock, Nelly"
Pride & Prejudice,2005,129,"Drama, Romance",38405088.0,7.8,244341,David Slade,"Patrick Wilson, Ellen Page, Sandra Oh, Odessa Rae"
Corpse Bride,2005,77,"Animation, Drama, Family",53359111.0,7.3,235577,Robert Schwentke,"Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan"
Walk the Line,2005,136,"Biography, Drama, Music",119519402.0,7.8,227697,Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson"
Saw II,2005,93,"Horror, Mystery",87039965.0,6.6,227587,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea"
A History of Violence,2005,96,"Drama, Thriller",31493782.0,7.4,219092,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson"
Thank You for Smoking,2005,92,"Comedy, Drama",24792061.0,7.6,210531,Mike Newell,"Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes"
Kiss Kiss Bang Bang,2005,103,"Action, Comedy, Crime",4243756.0,7.5,209933,Doug Liman,"Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn"
Munich,2005,164,"Action, Drama, History",47403685.0,7.5,206766,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter"
Match Point,2005,124,"Drama, Romance, Thriller",23089926.0,7.6,201455,Steven Spielberg,"Tom Cruise, Dakota Fanning, Tim Robbins, Miranda Otto"
The Descent,2005,99,"Adventure, Horror, Thriller",26024456.0,7.2,195324,Judd Apatow,"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco"
Transporter 2,2005,87,"Action, Thriller",43095600.0,6.3,187646,Andrew Adamson,"Tilda Swinton, Georgie Henley, William Moseley, Skandar Keynes"
The Hitchhiker's Guide to the Galaxy,2005,109,"Adventure, Comedy, Sci-Fi",51085416.0,6.8,183349,"Eric Darnell, Tom McGrath","Chris Rock, Ben Stiller, David Schwimmer, Jada Pinkett Smith"
Cinderella Man,2005,144,"Biography, Drama, History",61649911.0,8.0,172557,Ang Lee,"Jake Gyllenhaal, Heath Ledger, Michelle Williams, Randy Quaid"
Jarhead,2005,125,"Action, Biography, Drama",62658220.0,7.0,171782,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba"
Hostel,2005,94,Horror,47326473.0,5.9,165687,Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf"
The Longest Yard,2005,113,"Comedy, Crime, Sport",158119460.0,6.4,158245,Michael Bay,"Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi"
Hard Candy,2005,104,"Drama, Thriller",1007962.0,7.1,151116,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta"
Flightplan,2005,98,"Drama, Mystery, Thriller",89707299.0,6.3,149330,Ridley Scott,"Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock"
Hooligans,2005,109,"Crime, Drama, Sport",344095.0,7.5,139148,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland"
The Departed,2006,151,"Crime, Drama, Thriller",132384315.0,8.5,1148812,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham, Dominic West"
The Prestige,2006,130,"Drama, Mystery, Sci-Fi",53089891.0,8.5,1142172,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport"
300,2006,117,"Action, Drama",210614939.0,7.6,718793,Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú"
Pirates of the Caribbean: Dead Man's Chest,2006,151,"Action, Adventure, Fantasy",423315812.0,7.3,640351,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers"
Pan's Labyrinth,2006,118,"Drama, Fantasy, War",37634615.0,8.2,602483,Alfonso Cuarón,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine"
Casino Royale,2006,144,"Action, Adventure, Thriller",167445960.0,8.0,566354,Gabriele Muccino,"Will Smith, Thandie Newton, Jaden Smith, Brian Howe"
Blood Diamond,2006,143,"Adventure, Drama, Thriller",57366262.0,8.0,485977,"Jonathan Dayton, Valerie Faris","Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin"
X-Men: The Last Stand,2006,104,"Action, Adventure, Sci-Fi",234362462.0,6.7,472813,Ron Howard,"Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen"
Children of Men,2006,109,"Drama, Sci-Fi, Thriller",35552383.0,7.9,451689,David Frankel,"Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt"
The Pursuit of Happyness,2006,117,"Biography, Drama",163566459.0,8.0,432858,"John Lasseter, Joe Ranft","Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy"
Little Miss Sunshine,2006,101,"Comedy, Drama",59891098.0,7.8,428585,Neil Burger,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell"
The Da Vinci Code,2006,149,"Mystery, Thriller",217536138.0,6.6,390236,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur"
The Devil Wears Prada,2006,109,"Comedy, Drama",124740460.0,6.9,359138,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester"
Cars,2006,117,"Animation, Comedy, Family",244082982.0,7.1,354397,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer"
The Illusionist,2006,110,"Drama, Fantasy, History",39868642.0,7.6,348848,J.J. Abrams,"Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman"
The Lives of Others,2006,137,"Drama, Mystery, Thriller",11286112.0,8.4,346195,Shawn Levy,"Ben Stiller, Carla Gugino, Ricky Gervais, Dick Van Dyke"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,84,Comedy,128505958.0,7.3,344560,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff"
Inside Man,2006,129,"Crime, Drama, Mystery",88513495.0,7.6,328597,Paul McGuigan,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu"
Mission: Impossible III,2006,126,"Action, Adventure, Thriller",134029801.0,6.9,321725,Tony Scott,"Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer"
Night at the Museum,2006,108,"Adventure, Comedy, Family",250863268.0,6.4,304736,Mel Gibson,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood"
Click,2006,107,"Comedy, Drama, Fantasy",137355633.0,6.4,298190,Alejandro G. Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Mohamed Akhzam"
Lucky Number Slevin,2006,110,"Crime, Drama, Mystery",22494487.0,7.7,295681,Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden"
Deja Vu,2006,126,"Action, Crime, Sci-Fi",64038616.0,7.0,287074,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott"
Apocalypto,2006,139,"Action, Adventure, Drama",50866635.0,7.8,283787,Nancy Meyers,"Kate Winslet, Cameron Diaz, Jude Law, Jack Black"
Babel,2006,143,Drama,34302837.0,7.4,283667,Justin Lin,"Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette"
Superman Returns,2006,154,"Action, Sci-Fi",200081192.0,6.0,267261,"Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Carlos Sanz, Jose Pablo Cantillo"
Ice Age: The Meltdown,2006,91,"Animation, Adventure, Comedy",195330621.0,6.8,249199,Tom Tykwer,"Ben Whishaw, Dustin Hoffman, Alan Rickman, Francesc Albiol"
The Holiday,2006,136,"Comedy, Romance",63224849.0,6.9,234446,Darren Aronofsky,"Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn"
The Fast and the Furious: Tokyo Drift,2006,104,"Action, Crime, Thriller",62514415.0,6.0,234154,Marc Forster,"Will Ferrell, Emma Thompson, Dustin Hoffman, Queen Latifah"
Crank,2006,88,"Action, Crime, Thriller",27829874.0,6.9,229858,Christophe Gans,"Radha Mitchell, Laurie Holden, Sean Bean, Deborah Kara Unger"
Perfume: The Story of a Murderer,2006,147,"Crime, Drama",2223293.0,7.5,229755,Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young"
The Fountain,2006,97,"Drama, Mystery, Romance",10144010.0,7.2,223910,Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh"
Stranger Than Fiction,2006,113,"Comedy, Drama, Fantasy",40137776.0,7.5,214313,Kevin Macdonald,"James McAvoy, Forest Whitaker, Gillian Anderson, Kerry Washington"
Silent Hill,2006,125,Horror,46982632.0,6.5,209843,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole"
Rocky Balboa,2006,102,"Action, Drama, Family",70270943.0,7.1,199545,"Tim Johnson, Karey Kirkpatrick","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes"
Underworld: Evolution,2006,106,"Action, Fantasy, Thriller",62318875.0,6.7,186419,Alexandre Aja,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin"
Saw III,2006,108,"Horror, Mystery, Thriller",80238724.0,6.2,174195,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase"
The Last King of Scotland,2006,123,"Biography, Drama, History",17605861.0,7.7,171841,Andy Fickman,"Amanda Bynes, Laura Ramsey, Channing Tatum, Vinnie Jones"
Happy Feet,2006,108,"Animation, Adventure, Comedy",198000317.0,6.4,165654,Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews"
Talladega Nights: The Ballad of Ricky Bobby,2006,108,"Comedy, Sport",148213377.0,6.6,162843,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg"
Over the Hedge,2006,83,"Animation, Adventure, Comedy",155019340.0,6.7,155374,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham, Dominic West"
The Hills Have Eyes,2006,107,"Horror, Thriller",41778863.0,6.4,155070,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport"
Letters from Iwo Jima,2006,141,"Action, Adventure, Drama",13756082.0,7.9,151284,Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú"
She's the Man,2006,105,"Comedy, Romance, Sport",2339735.0,6.3,142666,Martin Campbell,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright"
Idiocracy,2006,84,"Adventure, Comedy, Sci-Fi",438653.0,6.6,139904,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers"
No Country for Old Men,2007,122,"Crime, Drama, Thriller",74283625.0,8.1,821400,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher"
I Am Legend,2007,101,"Action, Adventure, Drama",256386216.0,7.2,669995,"Chris Miller, Raman Hui","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas"
Ratatouille,2007,111,"Animation, Adventure, Comedy",206445654.0,8.0,619376,Juan Carlos Fresnadillo,"Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau"
The Bourne Ultimatum,2007,115,"Action, Mystery, Thriller",227471070.0,8.0,595008,Mikael Håfström,"John Cusack, Samuel L. Jackson, Mary McCormack, Tony Shalhoub"
Transformers,2007,144,"Action, Adventure, Sci-Fi",319246193.0,7.0,586390,Matthew Vaughn,"Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen"
Pirates of the Caribbean: At World's End,2007,169,"Action, Adventure, Fantasy",309420425.0,7.1,581661,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis"
